Comment,Hatespeech
Kas liečia gėjus ir jų vertybes tai palaikau Rusija šiuo klausimu.,No
vertybes,No
O cia Putinas teisus del Geju bet nelaime Lietuvai jie klesti atvege is Rusijos baltarusijos prisidenge Tai snipai Lietuvos,No
kirkorovas su triusikais ant pėdkelnių jau platina jo vertybes,No
Nejaugi nera kam uzmusti ta piterio pidaroka?,No
Negirdėjau rusų didesnės vertybės už melo propagandą...,No
"Panašu, kad Kremlinių vertybės idealiai atitinka Lietuvos Šeimų Sąjūdis vertybes 
Abu prieš LGTQ+
Abu prieš demokratiškai išrinktą valdžią
Abu gina “tradicines” vertybes
Abu už smurtą prieš moteris (prieš Stambulo konvenciją)
Abu mėgsta agresyvią retoriką.
Abu prieš skiepus (vakarietiškus)
Abu mėgsta sąmokslo teorijas.
Sutapimai, sutapimai, sutapimai…. Tai visgi kas išties slepiasi už maršistų?",No
kada zenkliukus dalins uz tradicine seima :D,No
O kaip kitaip vatniku širdis papirksi,No
"Kiek iškrypusių susirinko, kaip skauda pasidarė jiems",No
Jie savo vertybes pademonstravo Ukrainoje,No
Matyt tikrai reikia didelio sukrėtimo kad žmonės gryžtų į normalų gyvenimą,No
"Vis tik,esu sau įsitikinusi,kad už padorų atlyginimą “šie žmonės” šaiposi iš savęs ir iš mūsų",No
"Viskas suprantama,, man jie netrukdo,,negalima smergti žmogaus koks jis bebūtų ,,,,,,bet kam tai masiškai visur skelbti,,,Jei aš kažkuo sergu ,nei spauda nei seimas netrimituoja o čia ,,,,tarsi didžiausia gyvenimo vertybė,,,,",No
Jie žino kad dangui vietos jiems jeu nėra tai žemėje durnavoje,No
"Aukščiausias ištvirkimo laipsnis, per prievartą brukamos „vertybės“",No
Sodomos miestas. Reikia laukti kito Gomoros miesto. Kas tai bus.,No
Vilnius irgi stengiasi,No
Brudniausio miesto saraše,No
"Žmonės, mielieji-pagailėkime tokių... Gyvenimo nuskriausti",No
Vilniaus ateitis,No
Arminas Ka kada kraustysies ?,No
Kanalizacijos centru laisviausiu galėjo būti išrinktas...,No
Rado kuo didžiuotis,No
"Jeigu tai yra normalu,tai kas taip sako patys ligoniai.",No
"Dalius Bučinskas O tai kam iš viso skelbia, rašo, kas tam Kelne darosi. Juk ne visus domina tokie išsidirbinėjimai, o lietuviški vaivorikštiniai ir patys durnumo turi.",No
"Tada reikia į tą ištvirkėlių miestą išvyti ir iš mūsų seimo sėdinčius visus visus tuos vadinamus "" laisviečius "". Tegu jie ten mauna ir durniuoja, o ne įvedinėja mūsų vaikams ir jaunimui savo įstatymus.",No
Auksciausias bedieviskumo lygis,No
"Valio, turi kur tusintis tai tegu ten ir varo visi ,o Lietuva palieka .",No
Laikas i pragarą !!,No
Žiauru,No
"Man bus įdomu paskaityti davatku komentarus. Nes pasižiūrėjus pažinčių skelbimus lietuviai tokie iškrypę, tokie velnio apsėsti ir taip mėgsta gera seksualinį gyvenimą bet oficialiai apsimeta katalikais ir skaistuoliais..",No
JAU ISSIGIME PASAULIS,No
Viskas pagal Bibliją liudija apie pasaulio pabaigą....,No
O ka gydytojai sako?,No
narudniki,No
"Įsivaizduokite kas būtų nutikę, jeigu jie būtų laimėję karą",No
Ar Kelnas yra Vokietija ???,No
"As tai senybiskai vertinu didziausias pasaulio paleistuvis ot tai "" vyras"" kaip mums visiems aktualu",No
"Mažiau kreipkime dėmesio į juos ir tiek Bus niekam neįdomūs ir tiek.. Jie juk ideologiją propoguoja, ko norėti? Kominizmas irgi kažkada panašiu keliu ėjo",No
tuoj sulauks Pompėjos likimo.,No
Žmonėms seksas tai normalus dalykas o žmogoms prioritetas,No
O kur kelno miestas randasi,No
"Aksana Yakushevich vspominat nie xotim, vsio bilo no ixniemu, mi bili okupirovani ""osvoboditeliami""",No
Lina Trapnauskienė Так во время СССР в Литве и Украине так же было. Вы же жили в СССР. Забыли?,No
"Vaidas Makarauskas cia visuomene kariauja, nes negali savo gyvenimo gyvent ramiai nekise nosies i kitu reikalus. Lietuviam visad idomu kas kieno triusikus skalbia, kas su kuo miega ir t.t.",No
"Emilija Stackevičienė tikrai putka kariauja, bet gėjai savo karą kariauja su visuomene!!! Aš užtai kad tokios organizacijos būtų draudžiamos kaip gėjų!!! Aš prieš kara!!!!",No
Vaidas Makarauskas tai kas žudo plesikauja gėjai ar putkinas su savo pusprociu gauja,No
"tai nevienam buciavo, google pades",No
"Gediminas Sidaravičius nu nedavė tamstelei dievas proto tai ir skaityk,tokiem net prieš metus neskiepyti priešai buvo,dabar kiti...jums sako,ar ka pakiša viskuo ir tikit,galvos net nesivarginat ijūngti...",No
Robertas Racyla seniai matytas. Kur buvai dingęs vata?,No
"Robertas Racyla paskaityk straipsnį, ai tiesa tik po ruzzky ponėmajieš",No
"Kažkokia foto kaišiot ,nu tokiem bet ka pakiši ir tikėsit nu ir pirmyn",No
Robertas Racyla https://www.independent.co.uk/news/world/europe/nikita-konkin-boy-who-vladimir-putin-kissed-on-the-stomach-speaks-about-the-spontaneous-gesture-a6829786.html?amp,No
"Robertas Racyla Ne ne,būten putinas",No
Jaunis Fotomėgėjas gal su amerikos prezidentu sumaišiai...,No
Gražina Damkauskienė Maršistinė antivakserinė vata.,No
Arturas Mitrulevicius blogai be abejo. Ir turi buti teisema. Bet is kitos puses kuo tai skiresi nuo anologisku jav veiksmu,No
"Povilas Kardziunas tikrai neviduriuoju,tik nenoriu kad rusofašistai laimėtų karą,nors šiaip net neabejoju Ukrainos pergale",No
Arturas Mitrulevicius Так он и говорит о ценностях в своей стране. Что он не так сказал?,No
"Gražina Damkauskienė Ir kas tie jūs?Man pavyzdžiui nepatinka,kai žmogų vertina pagal pažiūras.Darbe turėtų vertint pagal profesiolumą ir ne kitaip.",No
"Andra Andra Vysniauskaite Man nereikalingi nei vakarai nei rytai.Man rūpi mano vertybės.Tai mano vaikai,anūkai.Ir nenoriu,kad kas nors prievarta su ginklu pirštų savas.",No
"Arturas Mitrulevicius o ka jus isprievartavo?ar jusu artima? O PLIURPALAIS NETIKIU.Kai parodys teisma va patikesiu ir kai bus paskirta bausme.Jus ir lietuviu k.mokytoja padaret nusikaltele,bet teismas jos nenuteise ir nera ji jokia nusikalte.",No
Arturas Mitrulevicius o tai vakarai nebruka vertybiu?ar nenorit matyt kas vyksta aplink?,No
"Zita Šneideriene ponia jūsų reiškiamą meilę rusijai matau kiekvieną dieną komentaruose,net neturiu noro su tokiais žmonėmis bendrauti,tai tik trumpai,Lietuva Sausio 13,kiek žuvo?Rusijos Čečėnijos karas,Rusijos Gruzijos karas.....ir t.t.pasiskaitykit,ar tai mes buvę sovietų sąjungos šalys puolam rusiją,ar tai jie mus žudė,žudo(Ukraina) ir žudys.......",No
Nijolė Jakubauskienė juk tai visiskai kita tema...,No
"Nijolė Jakubauskienė papasakok kaip jie tave naikyna, prie sienos pastate?",No
Nijolė Jakubauskienė čia ne apie mus kalba.,No
"Nijolė Jakubauskienė nu dar gyvi kažkaip, rinkitės kitą valdžią.",No
Александр Владимирович,No
"Audrone Alex mums nieko pulti nereikia,mus valdzia baigia sunaikinti!",No
Saulius Pilipavičius Man jie netrugdo ir visai neįdomūs.,No
"Saulius Pilipavičius nekiškit tų gėjų, jie nė prie ko.",No
Arturas Mitrulevicius kaip suprantu jums gejai prie širdies.,No
"Nijolė Jakubauskienė gal dar nei vienos valstybės neužpuolėm. Karas yra baisiausias dalykas, kas gali atsitikt. Nedovanotina.",No
"Nijolė Jakubauskienė Jums niekas nedraudžia vykti į tą šalį, kurioje viešpatauja Jums priimtinos vertybės",No
"Mindaugas Vytas zek,kad kas neisprievartautu",No
Zita Šneideriene mūsū kaime prišiko gryčia ir pavogė telyčia .,No
"Arturas Mitrulevicius o pas mus visi dievai gyvena?!,apsidairyk",No
"Александр Владимирович gal būt, bulvininkystėj nieko neraukiu. Skambink batkai.",No
"Giedre Kazlauskaite Ar iš jūsų ką nors pavogė,išprievartavo nužudė. Nužudyti ne nes rašote.",No
Linas Lyncia blogas bulviu derlius?,No
"Александр Владимирович kūkū tau Vladimyryčiau, visai bėda.",No
"Irena Baranauskienė tamsta neteisi....Jų vertybės - žudyti,prievartauti,vogti.....",No
Александр Владимирович rusas cia tu ??,No
"Arturas Mitrulevicius tai ir yra jų ,, vertybės”",No
Arturas Mitrulevicius apie JAV cia ?))),No
"Rolandas Ka tegul savo viduje ginasi nuo geju tokiu kaip Baskovas, Kirkorovas, o ne kitur eina tvarkos daryti",No
"Povilas Kardziunas o jau hetero neprievartauja? Visur yra nenormaliu zmoniu, pasiziurejus statistikas, heteroseksualus asmenys uzimtu 98% nusikaltimu per visa pasauli ‍♂️",No
Irena Lukoseviciene Prie ko tas geresnis miegas ir iškrypimas,No
Rolandas Ka anksciau ir lobotomijas dare kad zmones miegotu geriau...taip kad nesupratau ka norejai pasakyti,No
Rolandas Ka Ar girdi Gejai,No
"Rolandas Ka -išvardinkit gėjų nusikaltimus, už kuriuos yra baudžiama ir kiek jų nuteista.Nepūskit muilo burbulų, jie greit susproginėja...",No
"Саша Северны Tai Putinas ir įvardijo, kad jo pamatinės vertybės tokios pačios kaip ir Šeimų sąjūdžio.",No
"Viktoras Valiušis ne uz Putino, o uz pamatines vertybes. Aisku yra sugebanciu sutapatinti viska i viena",No
Vilma Al jisai matomai iš tų spalvotuju,No
Viktoras Valiušis tai pagal jus tradicinė šeima putinistai ??,No
Viktoras Valiušis Visiškas nusikalbejimas!,No
"Jonas Dainauskas Matom, kovoja už Putino idėjas.",No
"Viktoras Valiušis ne visi nori būt paklusnia avęle kaip tamsta ,šeimų sajudis bent už kažką kovoja",No
Vytautas Mo dėl to tikrai niekas nepasikeis.,No
Robertino Loreti po kelintos vakcinos dozes esi,No
Algis Pieza riskis su ginklu įėjo į Uk. Nuo ginklo turi žūt.,No
Ramunas Kaletka,No
"Ipolitas Stonys Krymas okupuota Rusijos teritorija. Plius uostas. Atsakant i jusu klausima- jei ukrainieciai bandys atkovoti, kariaus. Bet...jei bent viena raketa butu paleista ne is tos teritorijos,jie ginsis.",No
"Ausra Juraite Sutinku,klausimas tik ar Kryme ginsis,ar kariaus?",No
Irena Lukoseviciene o jūs tai jau istorikė iš didžiosios raidės,No
"Ipolitas Stonys tai kad ES jau seniai po JAV padu. Dar iki karo pradzios buvo. Subyres, seniai suskiles puodelis.Rusai kariauja o ne ginasi. Jei jiems teks gintis, issipildys niuriausios pranasystes.",No
"Ipolitas Stonys tu sakei. Visą valandą aiškinti, kad rusai užpuolė Ukrainą, nes ten buvo amerikiečiai, o Afganistano nepuolė, nes amerikiečiai iš ten pabėgo. Viskas surašyta komentaruose, pasitikrink.",No
"Ramunas Kaletka O kas pačiam sakė,kad Amerikos kariai kariauja Ukrainos fronte,kai amerikiečiai kariauja ukrainų rankomis?",No
Ipolitas Stonys nėra,No
Ipolitas Stonys Viskas? Ar bus koks nors žuvusių Ukrainoje amerikiečių skaičius?,No
"Ramunas Kaletka Tik Landsberginis nesupranta,kad į klausimą jau atsakyta,skaitykite komentarus.",No
Ipolitas Stonys tai nėra atsakymo?,No
"Algis Pieza -nenusipezėkit, istorijos vunderkinde...",No
Ramunas Kaletka O kaip atsakyti į durną klausimą?Į kurį auksčiau jau buvo atsakyta.,No
"Ipolitas Stonys nebūkit Sorošas, atsakykit i klausimą",No
Ramunas Kaletka O kiek Ukrainoje žuvo lietuvių gynusių Europinės vertybes?,No
"Ipolitas Stonys tai aišku įdomu, bet kiek gi visgi žuvo amerikiečių buvusių Ukrainoje?",No
Ramunas Kaletka Amerikonai ukrainų rankomis Ukrainoje kariauja ir iš ginklų prekybos rytų Europos šalyse milijardus kriaunasi.,No
Algis Pieza,No
Ipolitas Stonys tai kiek rusai nukovė amerikiečių Ukrainoje?,No
"Ramunas Kaletka Buvo,buvo,Maidana finansavo,Nuland Kijeve bulkiukus dalino,Sorošo vietininkas Lietuvoje Maidano dalyvius ragino kovoti Kijeve.",No
"Ipolitas Stonys o Ukrainą kai užpuolė, tai ten buvo amerikiečiai?",No
"Ramunas Kaletka O kam pulti,Amerikonai pasitraukė iš Afganistano?",No
Ipolitas Stonys tai ko rusai nepuolė Afganistano?,No
"Ramunas Kaletka Matomai buvo,kad ""Landsberginiai""bėgo paskum paskutinį amerikonų lėktuvą,koloborantų niekur nemėgsta. https://youtu.be/o28ebfsGcKw",No
Ipolitas Stonys o Afganistane irgi buvo Sorošo institutas?,No
"Ramunas Kaletka O kada Rusija kariavo su Amerikonais,Vietname kariavo,Afganistane kariavo?",No
"Ipolitas Stonys jei rusai Ginas nuo amerikiečių, tai ko netarnauja su jais?",No
Ramunas Kaletka paklausk ir mūsų kas rinko konservatorius ir šitą valdžią nors valdžia patį išsirinko save per TV puikiai matėsi .,No
Algis Pieza Tu putino pakalike nebepezėk,No
"Ramunas Kaletka Rusai tik ginasi nuo amerikonų,tik va ar ES išgyvens,ar subyrės,ar liks po JAV padu,čia klausimas.Juk ,kai prie pačio vištidės lapė išperi lapiukas,nelabai būnat patenkintas tokia kaiminyste,bandot ją išrūkyti.",No
"Algis Pieza viduramžiais ""raganas"" ant laužų degino, o vagims pirštus kapodavo. Būt neblogai ir šių dienų paskyrų vagims. Ar ne ?",No
"Algis Pieza tai tu pasidomėk kas degino ir kaip fsb viską padarė, o ne ruso propaganda aklai tikėk!",No
Ipolitas Stonys tai dėl to instituto dabar rusai įgauna teisę pulti Lietuvą?,No
"Žilvins Vuomata o kas rinko valdžią Rusijoje, kas žudė žmones Bučioje?",No
"Žilvins Vuomata 
Matyt rusijos žmonių nepažįsti? Jiems vis mažai teritorijų, ten tie 80-90% už imperijos didinimą, tik negalvojo, kad teks patiems važiuoti į frontą",No
"Tomas Danius o Januškevičius dar buvo kriminalinis ir korumpuotas, kas nepatiko daugeliui ukrainiečių, bet labai tiko nykštukui iš Kremliaus.",No
"Ramunas Kaletka Blogai,juk Lietuvoje Laisvos rinkos institutas,su Leontjeva dirba pagal Sorošo programą. https://www.llri.lt/",No
Ipolitas Stonys ne. Kažkaip nesidomiu tokia sritimi,No
As Zemaitis Bet Sorošas 1990 spalio 5-ta Lietuvoje įkurdamas savo Atviros Lietuvos fondą nusprendė kaip gyventi lietuviams.,No
"Ramunas Kaletka Bendraujame socialiniuose tinkluose,pats ne? George'as Sorosas kalbėjo apie savo ilgą ir destruktyvią veiklą Rusijoje ir Ukrainoje:

Sorosas: ""Mano pirmasis projektas... nors pirmasis buvo Pietų Afrikos Respublikoje... bet paskui Rytų Europa ir SSRS. Kai žlugo sovietų imperija, nuvykau ten ir surinkau jos likučius. 1984 m. - Vengrijoje, 1987 m. - Lenkijoje ir Kinijoje. Taip sovietų imperiją pakeitė Soroso imperija.

Vedėjas: ""Kokie jūsų planai?""

Sorosas: ""Šiuo metu aktyviausiai veikiu Rusijoje. Kartojasi tai, kas buvo SSRS žlugimo metu. Tačiau, deja, yra skirtumas. Tuo metu Tarybų Sąjunga merdėjo, o Europa klestėjo o dabar yra atvirkščiai - Rusija atsigauna, o Europos Sąjunga traukiasi. Tai liūdna situacija. Tačiau mūsų fondas atliko didelį ir sėkmingą darbą. Ypač atsižvelgiant į tai, kad daugiau dėmesio skyriau Ukrainai. Atsirado nauja Ukraina, kupina siekių tapti ES dalimi, europietiškos demokratijos šalimi. Be to, beveik visi už to stovintys žmonės yra vienaip ar kitaip susiję su fondu. Ir valdžioje, ir visuomenėje. Visi palaikome ryšį, ir tai puiku. Ketvirtis amžiaus darbo atsipirko."" https://m.facebook.com/story.php?story_fbid=108708991987790&id=100085460692684",No
"Ipolitas Stonys 
Ne ivanui spręst, kas kaip turi gyvent!",No
"Ramunas Kaletka kuom Ukrainos žmonės kalti , kuom rusų žmonės kalti , kalta tik politiką.",No
Ipolitas Stonys bendraujate su Sorušu?,No
"Ramunas Kaletka Sorošas žino,Ramūnas Kalėtka nežino.",No
Algis Pieza ir kas pradėjo?,No
"Algis Pieza pasakok savo žinomą istoriją ... Nes niekas mums paprastiems žmonėms nepapasakoja kodėl Ukraina kalta, kad ją užpuolė...",No
Ramunas Kaletka kas pradėjo deginti gyvus žmones,No
Ipolitas Stonys o tas Sorošas apie tai žino? :),No
"Gintautas Kaveckas , kas jau tas "" vertybes"" per prievartą įbruks ? Abejojat savim ? Aš tokių nematau , nes man neįdomu .",No
Raimondas Martinavicius taip tamsta televizija rodė,No
Gytenis Vasiliauskas o tamsta matet ka jie daro tuose apkasuose ar kuomentuojat kad pasirodyti labai samojingu?,No
"Louis Deep nenusikalbėk garsiai,jai pats esi iškrypes...",No
Louis Deep Avie tai ir ka matai tuose skelbimuose ?,No
Donatas Rimkus sunku su teksto suvokimu? Aiskiai parasyta kad pagal pažinčių skelbimus….,No
Louis Deep nu jau isko ir kaip ivertinai ta iskrypimo laipsni?,No
Kristina Niurnaitytė o kaip su jūsų varžtais.?,No
"Gera ,kad turi savo miestą ,tegul ir tenkina savo orgijas",No
Kristina Niurnaitytė o kur ten tas gėris?,No
Nijolė Ąžolinskienė iziuriu grozi kiekviename zmoguje kuris yra geras,No
Kristina Niurnaitytė o jūs ten įžiūrit kokį grožį?Įdomios įžvalgos,No
Kristina Niurnaitytė nereikia įžeidinėti žmonių,No
Kristina Niurnaitytė,No
"Gene Laukiene niekas nebepades, nuzmogejimas visiškas",No
"Gene Laukiene matyt, kai kuriems reiketų karo...",No
Kristina Niurnaitytė oj gražuoliuke,No
Irena Tamaliūnienė pagal mane visi zmones yra normalus kol neatsiranda tokie va neapykantos ispuoliai!,No
Jarek Zamovski daktaras! Jau man ir diagnoze priraset,No
"Kristina Niurnaitytė, o tai Jums atrodo normalu kai žmogus prieštarauja savo prigimčiai? 
Neggi ir Jus manote, kad esate vyrukas, o gal katyte ar šuniukas? 
Jei taip tai čia jau vadinama šizofrenija.
Oj, dabar tai jau vadinama normalia būsena",No
"Kristina Niurnaitytė o šitie turbūt normalūs, pagal jus, ane",No
"Gene Laukiene čia žmonės sergantys šizofrenija, mato savyje tai ko nėra",No
"Gene Laukiene buten jums to sukretimo ir reikia, dar pora varztu gerai prisukti, nes matau atsisuke yra",No
Gene Laukiene kas yra normalus gyvenimas?,No
Mindaugas Rimeikis ...tą patį pagalvojau,No
Rimvydas Ki tai dairausi jau vieteles ten,No
O kaimuose Lietuvos??? O nacionalinis gėrimas Samanė irgi rusai???,No
Mindaugas Zinkevicius Ko bijot ?,No
"Mindaugas Zinkevicius Man,asmeniškai,trukdytų ir vienas...Labai atsiprašau už nuomonę...",No
Juo Zas nu va ir tikras kosminis atsakymas į paprastą klausimą. Trukdo jum tie dešimt afišuojamų gėjų?,No
Mindaugas Zinkevicius o jūs ne?,No
Juo Zas jūs bent nors vieną tokį asmeniškai pažįstate?,No
Mindaugas Zinkevicius O lietuvių-kosmosas ir homoseksualizmas...,No
"Laima Balkyte Vilniuje matau grupelėmis girtus
Nuo ryto tik rusus. Pamatyti girtus grupelėmis
Lietuvius - retenybių retenybė. Etniniai ukrainiečiai
Nesikeikia ir negirtuokliauja - jų mentalitetui
Tai nebūdinga. Girtus rusus dabar priimta
Kažkodėl vadinti ukrainiečiais. O pas irgi
Geriantys ir skrepliuojantys ant šaligatvių
Su garsiu parodomuoju atsikrenkštimu, rusai,
Taip pat laikomi lietuviais arba ukrainiečiais.
Pvz., Praeitą vasarą lankiausi Anykščiuose.
Stebėjau lietuvišką visuomenę: kitas pasaulis!
Nei vieno girto, nei vieno skreplio ant šaligatvio,
Nei vienos šiukšlelės aplink šiukšlių konteinerį...
Svečiai iš Anglijos buvo priblokšti tokios aukštos
Anykštėnų buities ir elgesio kultūros!",No
Aksana Yakushevich kliedėk toliau,No
"Aksana Yakushevich deje ir čia mus lenkia rusija, kuriuoje kasdien per langus iškrenta po milijonierių :p",No
Mindaugas Zinkevicius а в Литве самое большое число самоубийств. От хорошей жизни?,No
Mindaugas Zinkevicius А какое лицо у США когда Югославию бомбили. У Вас есть родитель 1 и 2. ?,No
Mindaugas Zinkevicius,No
Genadij Suchomlin teksto skaitymas ir suvokimas yra dažnai nesuderinamas derinys. Tu akivaizdus to įrodymas,No
Mindaugas Zinkevicius šalia stovėjai kada žude prevartavo?,No
"Laima Balkyte neteko girdėti, kad kuri nors kita tauta taip intensyviai gyntų savo nusibrėžtas vertybes, kurias aš ir išvardijau, plius gautų už tai ordinus",No
"Saulius Gudas Ne gudam lietuviui nurodinėt kur ir su kuo!O Jonelis piktasis,sako,lietuviško kraujo turėjo!Nesitujinau!",No
"Mindaugas Zinkevicius tą patį galima pasakyti apie visus. Ką pas mus tokių mažiai????lietuviai nažai geria?? O baltarusiai, ukrainiečiai....",No
Kęstutis Platūkis čia apie mūsų?,No
"Mindaugas Zinkevicius ""Pūva
nuo galvos""",No
Mindaugas Zinkevicius Kad gert tai taip!Dėl viso kito žiūrim kiek rusų tautybės asmenų buvo valdžioje.!,No
Dar yra kelios salys su tvirtom tradicijom!,No
Kas rusiją apgins nuo putino?...,No
Kažin ar jis išvis supranta apie vertybes?,No
"Nuostabi antraštė smegenų plovimui: ""rusas yra blogai. Rusas yra už tradicines vertybes todėl tradicinės vertybės yra irgi blogai!!!"" 
Ei žmonės, o jus bent atsimenate kas tos tradicinės vertybės?? Rusai mėgsta gerti ""vodka"", laka ją kibirais. Kodėl prekybos centruose vis dar prekiaujama stipriausiais gėrimais? Ar tai nėra rusijos ""tradicijų"" palaikymas?? Rusai gerdami ""vodke"" užkanda ją lašiniu.. taigi rūkyti gaminių valgymas taip pat yra ruso palaikymas! 
Kada ponas surajevas blokuos santuokų rūmų įėjimus, kad nebūtų kuriamos tradicinės šeimos? Kada iš prekybos bus išimtas ""Crocs"" prekinis ženklas, o ""šaranai"" nebegalės dalyvauti eisme?",No
"Tai kaip gins ""vertybes"", kad iki kaklo mėšle paskendę",No
Tai dab dar ir JAV puls ?,No
geriau nuo bunkerinio issigimelio apsigintu,No
"gėda rusų tautai kad toks gatvės lygio bachuras valdo šalį,koks jis ten prezidentas,vagiuks ir tiek...nusenes vagis su atsipusiom smegenim",No
Ligonio vertybes,No
"putino ""tradicinės vertybės"" žudyti žmones,tai va reikia pamąstyt kas geriau ar gėjus,ar žudikas.....",No
"Baskovą su Fylia į Sibirą medžių versti, o ir visą /goluboi aganiok/ išformuoti ir užsienio agentu paskelbti.",No
Sautok savo kaili.lilipute,No
"Zigmas Sturonas Aš nelendu jiems į akis,ir neaiškinu,kaip jie turi gyventi,tai tegul jie sau ramiai gyvena ir tegul nelenda man į akis ir viskas bus gerai,jų buvo nuo neatmenamų laikų ir bus,bet jie nori užkariauti pasaulį,nors turbūt jų jau ir yra dauguma....",No
Laisvi nuo proto..,No
PIPEC neber miesto..,No
"Pasaulis...ant išnykimo slenksčio
Savaip kvailioja
Niekam nesilanksto
INDĖNUS IMITUOJA",No
"Tipo čia, foto, normalios psichikos žmonės, tada mano vieta beprotnamyje.",No
"Girdėjau , kad prie Kelno neužilgo tūrėtų pabusti ugnikalnis...",No
Reikia hitlerio tuoj but švaru,No
Nu ar čia sveiki...,No
Nuva ten visus ir vežti,No
Tadas Gindrenas smagu buvo?,No
"Kas toliau???
Ekshibicioniztų paradas???",No
Net nupurtė šis išsidirbinėjimas. O gal čia karnavalas,No
Lygonių iškrypelių miestas su savo pacijientais!...,No
"Cia išrinko Sodoma,o kur Gomora?",No
"Žmonės be žmogiškų vertybių (be žmogiškos moralės ) kur medikai žiūri ,čia blogiau už pandemija...........",No
BAISU..,No
"NE TIK GAMTOS ANOMALIJOS PURTO PASAULI, BET IR ŽMONIŲ...",No
"15 min šiuos straipsnius pasilikite savo aplinkoj , nes Lietuvai jie nėra aktualūs , tai yra šlykštu",No
"Viskas bus nušluota nuo žemės paviršiaus, kaip buvo su Sodoma ir Gomora. Dar Dievo kantrybė neišseko",No
Yra žmonių yra ir gyvačių,No
"Būk kuom tu nori , gyvenk kaip patinka ,bet niekaip nesuprantu tokios šlykščios reklamos ,išsidarkymo ir pasididžiavimo prieš visuomenę.Gydytis reikia .....",No
"Tikrai,yra kuo didžiuotis,kokie pasiekimai...O mūsų ,,gražuolių""nesimato?Apsaugok ir apšviesk,Viešpatie,tuos nelaimėlius.",No
"Sutikus, kur nuošaliau tokias žmogystas, gali kelnes pri....",No
"Tai ale čia gerai?Tai normalu?Vyras su suknele, jis vyras? Ligonis, iškrypėlis ir niekaip kitaip...",No
Pasaulio pabaiga,No
Mindaugas MJ tamstai visiškai svetima sarkazmo sąvoka ‍♀️ tiek daug rašėt be reikalo.,No
"Ramunė Ertem Iš kur tokia statistika ištraukei ? Iš savo sapnų ? Tavo nuostabai, pagal alkoholio suvartojima Lietuva, vienam žmogui, litrais, suvartoja daugiau nei Rusija. Pasižiūrėk: (coutries by alcohol consumption) 

2. Mastai steriotipais realybėje, šiandien yra šiek tiek kitaip... dar lašinai, kurių pas mus prekybos centruose - daugiau nei geros jautienos 

3. Jei stumi ant kažkurios tautos - tai prieš tai įstikint kaip iš tikro yra, o ne vadovakis kažkokiomis prosenelių nuostatomis...",No
Algis Pieza kas prasidėjo?,No
Ramunas Kaletka pasidomėk istorija kada prasidėjo,No
Ramunas Kaletka Sorošui padėjo kurti naująją Ukrainą.,No
"Kershaw David tu sukčius,kad tokia pavardė? O dar ir anketa išgalvota. Ieškok draugų kitur",No
Vytas Musk Gomora ateina i Lietuva su iskrypeliu paradais.,No
"Giedre Kazlauskaite nei vieno, negaliu pavadinti žmogumi",No
Danguolė Krevskajajau beveik visai panasiai..,No
Už ačiū ar iš savo kišenės remia a?????? #,No
Kiek karu vyksta šei dienai visur zusta nekalti zmones,No
"Taip ir rems iki paskutinio ukrainiečio? Keista meilė, sakyčiau.",No
Niekad nežinojau kad yra dar vienas bendravardis ir bendrapavardis ir dar iš Kauno januskauskiene,No
"O tuo tarpu ukrainos ""vyrai"" Lietuvoj šuniukus vedžioja ir jiems dzin...",No
Sureagavo lansbergistas,No
Pasakų pasakos Lietuva tapo propagandos skleideja,No
Tikras Didvyris Vaziuoja Apginti Svetimas Teritorijas,No
"Prezidente, visai negerbiate nei savęs, nei savo pareigų. Kaip jūs turite teisę ,žmones, kurie išrinko jus į šias pareigas, vadinti vatnykais. Jūs matys labai prijaučiate koncervatnykams, kad kalbate jų terminais. Jeigu taip nekenčiate savo tautiečių, traukites iš pareigų, kurios jūs varžo.",No
"Gerbemieji noreciau issakyt savo nuomone siuo klausimu, gyvenam labai ytemptu laiku, viskas susije su grobuonisku rusijos karu pries suverene velstybe, prie viso to prisideda, kuro resursu brangimas, plius nezabota infliacija kurios musu valdzia niekaip nesuvaldo, be siu aspektu kurie daro didziule ytampa visiems zmonems, dabar valdzios vyrai sugalvoja dar, kad reike atvest karo tehnika is ukrainos fronto linijos ir demonstruot ja, Tai nejaugi antiek nesuprast kokes pasekmes ir reakcija ta paroda isauks tarp zmoniu, juk pati valdze tusciou vietoi ir taip sudetinga ir itempta atmosfera, kada zmones pikti, isitempe, gyvena nezinomybeje, dar labiau ESKALUOJA Ir kirsina lietuvos zmones,. AR CE TO REIKEJO,rezultate issirutuliuoja apsoliucei nereikalingos problemos, sakiau ir dar karta pasikartosiu, kada pagalia Lietuva tures, pragmatiskus ir mastancius politikus, kada jie pagaliau prades numatyt keleta zinksniu i prieki (kaip šahmatu žaidime) kokes pasekmes isauks ju neapgalvoti sprendimai, tarp lietuvos zmoiu, matomai dar negreit, nori nenori susidaro yvaizdis kad tauta audrinama ir kirsinama samoningai, rezultate ka gi mums dave ta metalo lauzo kruva, OGI NAUJAS visai nereikalingas problemas, kuriu ir taip su kaupu, tai ar vertejo???!!!!",No
"Eina senin ir tos galvos gerai nebedirba Ne A+A p, Prezidentas Brazauskas taip ne būtų leidęs matalo laužą temti iš Ukrainos į Lietuvą tai bent buvo truopnos Prezidentas",No
